# Donnees Temperature / Potentiel(calibré),pour V :  écart type =0.0 et moyenne = 2000.0
21.41,2000.00
21.41,2000.00
21.41,2000.00
21.41,2000.00
21.41,2000.00
21.37,2000.00
21.37,2000.00
21.41,2000.00
21.41,2000.00
21.41,2000.00
